additionalInfo,address,city,description,district,flatFloor,floorsCount,house,price,remoteness,remotenessType,roomsNumber,squareKitchen,squareLive,squareTotal,street,underground 
,"Москва, район Пресненский, наб. Пресненская, 12",Москва,"Предлагаются высотные апартаменты без отделки в Башне Федерация Восток - самом высоком небоскребе Европы! Виды на Кремль и центр Москвы. Небоскреб располагается на Пресненской набережной. Верхние этажи отданы под роскошные жилые помещения, из которых открываются завораживающие виды на Москву-реку, Парк Победы, Белый Дом и Кремль. ""Башня Федерация. Восток"" отличается продуманной инфраструктурой и представляет собой автономное пространство, ""город в городе"". Расположенные в стилобате торговые комплексы дают возможность приобрести все необходимое, не покидая защищенной территории. Находящиеся в средней части офисные помещения имеют отдельные лифтовые системы, что позволяет полностью исключить нахождение посторонних людей в жилой части башни ""Восток"" комплекса ""Федерация"".",район Пресненский,73,95,д.12,49 401 000,5,пешком,3,15,65,"93,8",наб. Пресненская,м. Деловой центр
,"Москва, район Пресненский, ул. Сергея Макеева, 9к4",Москва,"Квартира свободной планировки с красивыми панорамными видами. Есть лоджия. Планировочным решением предусмотрено 2 или 3 комнаты. В новом современном жилом квартале премиум-класса RedSide, в уютном районе со сложившейся инфраструктурой и богатым историческим наследием. О ДОМЕ ЖК ""Ред Сайд"" (RedSide) является многофункциональным комплексом, включающим в себя не только жилые 7-21 этажные здания, но и всю необходимую инфраструктуру для комфортного проживания. Архитектура проекта предполагает сочетание высотных башен внутри квартала и более низких домов переменной этажности, расположенных по периметру участка. В RedSide реализован принцип ""собственной инфраструктуры в шаговой доступности"". Внутренний двор квартала RedSide полностью освобожден от движения автомобилей. Это по-настоящему безопасное пространство с живописным тенистым сквером, прогулочными дорожками, спортивными и детскими площадками. Визитная карточка нового центра - целый аквапарк под крышей, вмещающий четыре плавательных комплекса: стандартный 50-метровый бассейн, детский бассейн с теплой водой, бассейн для занятий по аквааэробике и гидромассажная ванна для релаксации. Здесь же располагаются бани, фреш-бар и зона отдыха. Выгодное местоположение в центре города позволит без труда добраться до набережной Москвы-реки, парка ""Красная Пресня"", Красногвардейского бульвара с прудами.",район Пресненский,20,21,д.9к4,42 453 000,13,пешком,2,9,50,"80,1",ул. Сергея Макеева,м. Улица 1905 года
,"Москва, район Раменки, ул. Улофа Пальме, 1",Москва,"Предлагается 5 комнатная квартира 209,5 м2 с качественной отделкой в классическом стиле. Квартира с видами на МГУ, Парк Победы, озеро, Москва-сити. Все комнаты изолированные, хорошая планировка: кухня-гостиная с камином, кабинет, 3 спальни, 3 санузла, балкон - 10,2 м2. Можно сделать террасу на крыше. Кондиционеры, подогрев полов (кухня, холл, с/у). Вся инфраструктура района в пешей домтупности: магазины, фитнес-центры, салоны красоты, банки и т.д. В доме круглосуточная охрана, подземный паркинг, видеонаблюдение. 1 машиноместо входит в стоимость. О ДОМЕ Дом расположен на западе Москвы, в престижном районе в нескольких минутах ходьбы от ст. м. ""Парк Победы"". Рядом природный парк с озером. Жилой комплекс Управления Делами Президента состоит из двух монолитно-кирпичных домов, он был построен в 2000 году по индивидуальному проекту. ""Депутатский дом"" отвечает высочайшим требованиям, предъявляемым к дорогому жилью. Отделка мест общего пользования выполнена венецианской штукатуркой, деревом и натуральным камнем. ИНФРАСТРУКТУРА Во дворе комплекса фитнес-центр ""Премьер Спорт"" с бассейном, теннисными кортами, тренажерным залом, боулингом и рестраном. Подземный паркинг, Огороженная охраняемая территория. Выполнено озеленение с высадкой редких декоративных растений. Безопасность обеспечивается системой видеонаблюдения периметра и парковки, круглосуточной службой консьержа, пропускной системой доступа на территорию и профессиональной охраной.",район Раменки,14,14,д.1,94 257 996,3,на машине,5,20,140,"209,5",ул. Улофа Пальме,м. Парк Победы
,"Москва, район Таганский, Серебряническая наб., 19",Москва,"Предлагается апартамент без отделки 196,72 м2. Панорамные окна, в квартире много света. Возможер сделать 2-3 спальни, кухню, гостиную или 2 спальни, кабинет, кухню-гостинную. Потолки - 5,1м. О ДОМЕ Один из наиболее ярких и амбициозных проектов, жилой комплекс ""АРТ ХАУС"". Получил несколько наград, в том числе АрхAwards и премию на Арх-Москве. Дом возведён на берегу Яузы, в полутора километрах от Кремля. Проект мастерской Сергея Скуратова правильнее назвать ""Нео-лофт"", так как это стилизация под классический лофт, возводимый с нуля. У Нео-лофта есть по крайней мере два неоспоримых плюса - во-первых, проектировщики более свободны в выборе архитектурных решений, и во-вторых, будущие владельцы могут быть уверены в экологической безопасности здания, которое никогда не было цехом или складом. В качестве основного строительного и облицовочного материала был выбран клинкерный кирпич, производства Германии. Выполняя ""фабричную"" стилизацию, архитектор играет с представлениями о том, каким должно быть промышленное здание. Окна создают впечатление, что пола вообще нет, где-то они смыкаются углами, а чаще сливаются друг с другом, образуя причудливые вертикальные гирлянды. Стена одного из двух корпусов слегка наклонилась, легкому наклону стен вторит скос обеих кровель - у обоих домов ""съехали"" крыши. Два корпуса рассчитаны на 30 квартир - 12 в корпусе А и 18 в корпусе Б площадью от 80 до 250 кв.м. Высота потолков соответствует представлениям о лофте: от 3,8 до 5,1 м в стандартных апартаментах и 9,0-10,3 м в пентхаусах. В цокольных этажах предполагается разместить арт-галерею, ресторан, возможно художественные мастерские. Подземный паркинг на 109 м/мест. Корпусы объединены променадом.",район Таганский,5,6,д.19,221 411 400,13,пешком,4,25,150,"196,7",Серебряническая наб.,м. Таганская
,"Москва, район Хамовники, Нащокинский пер., 7",Москва,"Апартамент 150 м2 с отделкой и панорамным остеклением. Апартамент расположен на 2 этаже, имеет балкон 36 м2. Высота потолков 3,3 метра. В квартире можно сделать 2 спальни, 2 с/у и гостиную. Прекрасные виды на Арбат. В стоимость апартамента включено машиноместо на 2 машины. О ДОМЕ ""АКАДЕМИЯ"" - роскошный клубный дом для истинных ценителей вековых традиций и очарования старой Москвы. Небольшой уютный реконструированный старинный особняк, в котором произведена полная замена всех перекрытий, заменены все коммуникации. Фасад здания, выполненный в классическом, стиле украшают эркеры и французские балконы с коваными решетками. Внутренние помещения общего назначения отделаны с использованием мрамора, венецианской штукатурки, лепнины и ценных пород дерева. В доме всего 8 апартментов, включая 2 пентхауса. Из окон клубного дома открываются великолепные виды на исторический центр Москвы. Для жильцов дома есть лифт на эксплуатируемую кровлю с прекрасными видами на всю Москву. Высочайший уровень комфорта в жилого комплекса ""АКАДЕМИЯ"" обеспечивают приточно-вытяжная вентиляция, система центрального кондиционирования, современная система пожаротушения, лифты KONE, спутниковое и эфирное телевидение, высокоскоростной Интернет. Кроме того, собственная сервисная служба готова взять на себя любые возникающие бытовые вопросы. ИНФРАСТРУКТУРА Уютный внутренний дворик комплекса огорожен и превращен в тихий сквер с мощеными тропинками, зелеными насаждениями, цветниками, изящными лавочками и коваными фонарями освещения. Вблизи дома сконцентрированы лучшие предприятия сферы обслуживания: изысканные рестораны, уютные кофейни, высококлассные спа-салоны и фитнесс-центры, статусные школы и лучшие детские сады столицы, а также множество памятников культуры.",район Хамовники,2,5,д.7,164 477 040,7,пешком,3,15,100,150,Нащокинский пер.,м. Кропоткинская
,"Москва, район Хамовники, пер. Хилков, 1",Москва,"Функциональная квартира без отделки в элитном, известном доме. В квартире можно спланировать: 2 спальни, 3 санузла, просторную столовую - гостиную, кухню, гардеробную комнату. Виды: в сторону сквера и во внутренний двор дома. В наличии 1 машиноместо в подземном паркинге за дополнительную плату. Территория дома огорожена и организована в стиле элитных Лондонских комплексов, есть детская площадка. [Лот #13450]",район Хамовники,3,8,д.1,145 498 920,7,пешком,2,25,116,"166,4",пер. Хилков,м. Кропоткинская
,"Москва, район Хорошевский, ул. Гризодубовой, 2",Москва,"Продам замечательную квартиру в ЖК ""Парус""! Не упустите возможность жить красиво уже сегодня. Окна выходят на юг, в квартире всегда светло и уютно. Две просторные комнаты, и удобная современная кухня-гостиная результат хорошей фантазии проектировщика. При отделки квартиры использовались современные, качественные инженерные системы. Жилой комплекс Гранд-Парк это часть грандиозного проекта на северо-западе Москвы по застройке Ходынского поля. Вместе с жилым комплексом в проект входят: крупнейший в столице торгово-развлекательный центр Авиапарк, национальный музей авиации и космонавтики, гостинично-офисный комплекс, ледовый дворец и ландшафтный парк, поможет скрасить вам и вашим гостям досуг. ЖК Гранд Парк находится в непосредственной близости от центра города в нескольких минутах езды метро Динамо и Полежаевская, что может избавить вас от пробок. На 2017 год намечено открытие новой станции метро Ходынское поле. Гранд-Парк это самодостаточный микрорайон с развитой инфраструктурой: детская поликлиника, 4 детских сада, школа на 1200 мест, полный набор предприятий сферы услуг, прачечные, салоны красоты, отделения банков, авиакассы, тренажерные залы. Микрорайон опоясывает пешеходная зона Ходынский бульвар идеальное место для прогулок и катания на велосипедах и роликовых коньках. Большие вентилируемые пространства и расположенная рядом парковая зона Березовая роща,- создают хороший экологический климат в районе. Комплекс находится под круглосуточной охраной. Въезд ограничен шлагбаумом и возможен только по пропускам. Квартира находится в доме, который по форме напоминает каплю, но более известен под названием Дом-Ухо. В квартирах предусмотрена свободная планировка, что позволяет разработать собственный оригинальный дизайн. Инвестируйте в свой комфорт и безопасность уже сегодня!, Москва, Северный административный округ, улица Гризодубовой 2, м. Полежаевская, 3 комн., общ. пл. 92.4 кв.м., жил.пл. 65.8 кв.м., комнаты 29.6/16.7/19.5, кухня 20 кв.м., 11/15 этаж, окна улица/двор, лоджия",район Хорошевский,11,15,д.2,32 000 000,10,пешком,3,20,"65,8","92,4",ул. Гризодубовой,м. Полежаевская
,"Москва, район Арбат, ул. Новый Арбат, 27",Москва,"Предлагается просторная светлая квартира 199,3 м2 без отделки, расположенная на 11-м этаже. Высота потолка 3,4 м. Можно сделать 4 спальные комнаты, гостиную, кухню-столовую, 3 санузла. Виды на центр Москвы. Дом заселен. О ДОМЕ В одном из старейших районов города, в окружении тихих переулков, зеленых скверов и памятников истории, культуры, и архитектуры, возведен новый жилой дом переменной этажностью ""Арбат-Тауэр"". Французские окна, эркеры, богатая входная группа, эксклюзивная отделка с применением дорогостоящих материалов площадей общего пользования создают неповторимый архитектурный облик дома. Поблизости всем известные торговые галереи, рестораны, гостиничный комплекс, вся инфраструктура Нового и Старого Арбата.",район Арбат,11,13,д.27,126 077 977,8,пешком,5,20,110,"199,3",ул. Новый Арбат,м. Смоленская
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 21с1",Москва,"Апартамент 95 м2 с одной спальней расположен на уровне горизонта с великолепными панорамными видами. Готовые интерьеры, выполненные по авторским дизайн-проектам, инженерное оснащение нового поколения, самая современная система безопасности, - премиальные апартаменты объединили все лучшее для абсолютного комфорта и приватности проживания. О ДОМЕ Небоскреб с жилыми апартаментами высотой 85 этажей и офисная башня высотой 49 этажей взлетают в головокружительную высоту из изящного 6-этажного ""кристалла"" в основании комплекса. Проект предлагает все лучшее для жизни, бизнеса и отдыха на высшем уровне в режиме 24/7. Объединяя мощные, и в то же время изящные объемы, ОКО воплощает самые смелые фантазии о максимально комфортной организации личного времени. Как элемент единой централизованной структуры делового центра ""Москва-Сити"" ОКО имеет комфортное транспортное сообщение со всеми аэропортами Москвы и обеспечивает максимальную свободу, удобство и скорость передвижения - тогда, когда это необходимо. ИНФРАСТРУКТУРА Шесть этажей изящного ""кристалла"" в основании комплекса предлагают все лучшее для жизни, бизнеса и развлечений. Здесь к услугам жителей и гостей ОКО - рестораны высокой кухни и бары, современный фитнес-центр с бассейном и SPA, открытые теннисные корты, конференц-залы и зал для приемов, частный кинозал, комплексный security-сервис, вместительный паркинг. Проект ОКО собрал вместе все необходимое для активной и безопасной жизни на высшем уровне.",район Пресненский,31,85,д.21с1,48 404 517,8,пешком,2,15,60,"95,3",1-й Красногвардейский проезд,м. Деловой центр
,"Москва, район Хамовники, Нащокинский пер., 7",Москва,"Апартаменты свободной планировки 265 м2, высота потолков 3,3 метра. Великолепная геометрия апартаментов и большие окна позволяют максимально спланировать жилое пространство: гостиную-столовую-кухню, кабинет, главную спальню со своей ванной и гардеробной комнатой, 2 гостевые спальни с с/у. Гостиная имеет эркерное окно с выходом на просторный балкон. Благодаря большому количеству окон и панорамному остеклению квартира очень светлая. Из окон открывается приятный вид на переулок Сивцев Вражек и Б.Афанасьевский переулок. О ДОМЕ ""АКАДЕМИЯ"" - роскошный клубный дом для истинных ценителей вековых традиций и очарования старой Москвы. Небольшой уютный реконструированный старинный особняк, в котором произведена полная замена всех перекрытий, заменены все коммуникации. Фасад здания, выполненный в классическом, стиле украшают эркеры и французские балконы с коваными решетками. Внутренние помещения общего назначения отделаны с использованием мрамора, венецианской штукатурки, лепнины и ценных пород дерева. В доме всего 8 апартментов, включая 2 пентхауса. Из окон клубного дома открываются великолепные виды на исторический центр Москвы. Для жильцов дома есть лифт на эксплуатируемую кровлю с прекрасными видами на всю Москву. Высочайший уровень комфорта в жилого комплекса ""АКАДЕМИЯ"" обеспечивают современные инженерные системы: приточно-вытяжная вентиляция, система центрального кондиционирования, система пожаротушения, лифты KONE, спутниковое и эфирное телевидение, высокоскоростной Интернет. Кроме того, собственная сервисная служба готова взять на себя любые возникающие бытовые вопросы. ИНФРАСТРУКТУРА Уютный внутренний дворик комплекса огорожен и превращен в тихий сквер с мощеными тропинками, зелеными насаждениями, цветниками, изящными лавочками и коваными фонарями освещения. Вблизи дома сконцентрированы лучшие предприятия сферы обслуживания: изысканные рестораны, уютные кофейни, высококлассные спа-салоны и фитнесс-центры, статусные школы и лучшие детские сады столицы, а также мн",район Хамовники,4,5,д.7,275 182 740,7,пешком,4,20,220,265,Нащокинский пер.,м. Кропоткинская
,"Москва, район Пресненский, Зоологическая ул., 30С3",Москва,"Квартира 118 м2 для большой семьи. Только после ремонта, в квартире 3 спальни, окна выходят во двор. 2 м/м в подземном паркинге. О ДОМЕ Элитный жилой комплекс бизнес-класса. Монолитно-кирпичный дом, железобетонные перекрытия. Развитая инфраструктура: охраняемая территория, консьерж, видеонаблюдение, подземный паркинг. Рядом фитнес-центр, школа, медцентры, просторная входная зона.",район Пресненский,5,9,д.30С3,100 000 000,11,пешком,4,12,70,118,Зоологическая ул.,м. Баррикадная
,"Москва, район Пресненский, ул. Климашкина, 17",Москва,"Предлагается квартира 247 м2 с дизайнерской отделкой и функциональной планировкой. В квартире 4 спальные комнаты, высота потолка 3,7 м. Из панорамных окон, высота которых около 3 м, открываются потрясающие виды на высотки и центр столицы. Два машиноместа в подземном паркинге. О ДОМЕ Жилой комплекс ПАНОРАМА с уникальным для Москвы фасадом, где применено полностью панорамное остекление из обычного, тонированного стекла и эмалита - стекла с зеркальным эффектом. Все квартиры а ЖК ""Панорама"" с современной высококлассной инженерией, металлическими дверьми, окнами с двойными стеклопакетами. В доме установлены бесшумные скоростные лифты. Жилой комплекс расположен в тихом центре Москвы, в районе Красной Пресни. Одна из особенностей ""Панорамы"" - на лестничной площадке находится только одна квартира. На первых этажах комплекса расположились: ресторан Марио и фитнес центр, World Class со спа-центром, бассейном 25 метров, тренажерными залами, кардиозалом, сауной, турецкой, финской и русской банями, SPA. Многоуровневая система охраны, огороженная и охраняемая территория, охрана в каждом подъезде, видеомониторинг. Подземный паркинг. Район Красная Пресня - один из самых привлекательных в Москве: здесь хорошая экология, хорошо развита транспортнаясистема, налажена инфраструктура.",район Пресненский,6,10,д.17,137 000 000,9,пешком,5,190,15,247,ул. Климашкина,м. Улица 1905 года
,"Москва, район Пресненский, ул. Сергея Макеева, 9к4",Москва,"Квартира свободной планировки. Окна выходят во двор. Есть лоджия. Планировочным решением предусмотрено 2 комнаты. В новом современном жилом квартале премиум-класса RedSide, в уютном районе со сложившейся инфраструктурой и богатым историческим наследием. ЖК ""Ред Сайд"" (RedSide) является многофункциональным комплексом, включающим в себя не только жилые 7-21 этажные здания, но и всю необходимую инфраструктуру для комфортного проживания. Архитектура проекта предполагает сочетание высотных башен внутри квартала и более низких домов переменной этажности, расположенных по периметру участка. Инфраструктура В RedSide реализован принцип ""собственной инфраструктуры в шаговой доступности"". Внутренний двор квартала RedSide полностью освобожден от движения автомобилей. Это по-настоящему безопасное пространство с живописным тенистым сквером, прогулочными дорожками, спортивными и детскими площадками. Визитная карточка нового центра - целый аквапарк под крышей, вмещающий четыре плавательных комплекса: стандартный 50-метровый бассейн, детский бассейн с теплой водой, бассейн для занятий по аквааэробике и гидромассажная ванна для релаксации. Здесь же располагаются бани, фреш-бар и зона отдыха. Выгодное местоположение в центре города позволит без труда добраться до набережной Москвы-реки, парка ""Красная Пресня"", Красногвардейского бульвара с прудами.",район Пресненский,20,21,д.9к4,39 200 770,13,пешком,2,15,50,72,ул. Сергея Макеева,м. Улица 1905 года
,"Москва, район Пресненский, ул. Сергея Макеева, 9к4",Москва,"Предлагается квартира свободной планировки с панорамными видами. Окна выходят в сторону Кремля. Есть лоджия. Планировочным решением предусмотрена 1 комната. В новом современном жилом квартале премиум-класса RedSide, в уютном районе со сложившейся инфраструктурой и богатым историческим наследием. ЖК ""Ред Сайд"" (RedSide) является многофункциональным комплексом, включающим в себя не только жилые 7-21 этажные здания, но и всю необходимую инфраструктуру для комфортного проживания. Архитектура проекта предполагает сочетание высотных башен внутри квартала и более низких домов переменной этажности, расположенных по периметру участка. Инфраструктура В RedSide реализован принцип ""собственной инфраструктуры в шаговой доступности"". Внутренний двор квартала RedSide полностью освобожден от движения автомобилей. Это по-настоящему безопасное пространство с живописным тенистым сквером, прогулочными дорожками, спортивными и детскими площадками. Визитная карточка нового центра - целый аквапарк под крышей, вмещающий четыре плавательных комплекса: стандартный 50-метровый бассейн, детский бассейн с теплой водой, бассейн для занятий по аквааэробике и гидромассажная ванна для релаксации. Здесь же располагаются бани, фреш-бар и зона отдыха. Выгодное местоположение в центре города позволит без труда добраться до набережной Москвы-реки, парка ""Красная Пресня"", Красногвардейского бульвара с прудами.",район Пресненский,8,21,д.9к4,20 374 470,13,пешком,1,10,30,"53,1",ул. Сергея Макеева,м. Улица 1905 года
,"Москва, район Донской, 3-й Донской проезд, 1",Москва,"Красивая квартира в стиле арт-деко в клубном доме. Новый ремонт. Планировка: 2 спальни, кабинет, кухня-гостиная, 2 с/у, кладовая, гардеробные ко всем комнатам О ДОМЕ ""Донское подворье"" - клубный дом в древнерусском стиле. Концепция строительства этого жилого комплекса состоит в объединении ""дворцовой"" архитектуры и облика старинного Донского монастыря, который находится по соседству. Стрельчатые окна и арки, стильные барельефы на фасаде дома, просторный зеленый двор, свет отражающийся в больших окнах - все это создает атмосферу гармонии и уюта и единения с русской культурой. Замоскворецкий район Москвы, в котором находится дом, известен богатой историей и развитой инфраструктурой.",район Донской,4,6,д.1,126 520 800,2,на машине,3,20,120,"176,1",3-й Донской проезд,м. Шаболовская
,"Москва, район Хамовники, Бутиковский пер., 5",Москва,"Квартира с качественной отделкой площадью 263,5 м2 расположена на 5 этаже клубного особняка, который входит в пятерку лучших на ""Золотой миле"". В квартире оборудованная кухня и ванная комната. Образец респектабельного образа жизни с прекрасными витражами, камином и французскими окнами. Высота потолков 3,3 м. В доме круглосуточная охрана, видеонаблюдение, домофон, системы контроля доступа. Бесшумные лифты ""KONE"", система ""умный дом"". О ДОМЕ Клубный дом Grand Prix (Бутиковский, 5) имеет уникальное расположение - в респектабельном зеленом переулке между улицей Остоженка и Пречистенской набережной Москвы-реки, в сложившемся окружении особняков высочайшего класса. Этот район известен как один из наиболее благоприятных для проживания, своеобразный оазис уюта и спокойствия в историческом центре столицы. Здесь же расположены главные исторические достопримечательности столицы: Кремль, Храм Христа Спасителя, Памятник Петру I, Зачатьевский монастырь, Парк Культуры и Отдыха и многое другое. Дом построен по проекту известного архитектора Сергея Скуратова и имеет стильный современный архитектурный облик. В отделке фасада использованы дорогостоящие материалы - облицовочный кирпич, натуральный камень, штукатурка. Безусловное достоинство дома - это высочайшее качество строительства с использованием самых передовых технологий, обеспечивающее непревзойдённый комфорт и безопасность владельцам квартир. В доме всего 39 квартир свободной планировки. Внутренняя территория жилого комплекса, благоустроена с привлечением лучших мастеров ландшафтного дизайна столицы. Здесь вы найдете роскошный сад в японском стиле с искусственным водопадом, прогулочные тропинки, вымощенные натуральным камнем, а также детскую площадку, где вы сможете весело проводить время со своими детьми. Для жильцов дома и гостей: бассейн 25 метров, сауна с купелью, тренажерный зал.",район Хамовники,5,6,д.5,442 822 800,11,пешком,5,20,220,"263,5",Бутиковский пер.,м. Парк Культуры
,"Москва, район Якиманка, 2-й Казачий пер., 4С1",Москва,"Квартира 262 м2 с великолепной дорогой отделкой. В квартире 4 спальни со своими сан узлами и гардеробными, кухня-гостиная, кабинет, терраса, гостевой санузел. Окна квартиры выходят на 3 стороны. Квартира продается без мебели. 2 м/м в подземном паркинге включены в стоимость О ДОМЕ Маленький кусочек императорского Рима в самом сердце столицы. ЖК ""Римский дом"" - это современное жилое здание класса ""А"", предназначен для людей любящих комфорт. Дом сдан в эксплуатацию и заселен. Все квартиры в доме повышенной комфортности. В них удобно жить, отдыхать, работать и принимать гостей. Отделка площадей общего пользования эксклюзивна и выполнена из современных и дорогостоящих материалов. Изящные балконы, богатая входная группа, витражи, панорамные окна, эркеры - только часть всего великолепия дизайна. Уютный закрытый двор - патио, многоуровневая охрана, видеонаблюдение, подземный паркинг.",район Якиманка,3,7,д.4С1,253 041 600,5,пешком,5,20,180,262,2-й Казачий пер.,м. Полянка
,,,,,,,,,,,,,,,,
,"Москва, район Хамовники, Бутиковский пер., 5",Москва,"Квартира с качественной отделкой площадью 277 м2 расположена на 3 этаже клубного особняка, который входит в пятерку лучших на ""Золотой миле"". В квартире оборудованная кухня и ванная комната. Образец респектабельного образа жизни с прекрасными витражами, камином и французскими окнами. Высота потолков 3,3 м. В доме круглосуточная охрана, видеонаблюдение, домофон, системы контроля доступа. Бесшумные лифты ""KONE"", система ""умный дом"". О ДОМЕ Клубный дом Grand Prix (Бутиковский, 5) имеет уникальное расположение - в респектабельном зеленом переулке между улицей Остоженка и Пречистенской набережной Москвы-реки, в сложившемся окружении особняков высочайшего класса. Этот район известен как один из наиболее благоприятных для проживания, своеобразный оазис уюта и спокойствия в историческом центре столицы. Здесь же расположены главные исторические достопримечательности столицы: Кремль, Храм Христа Спасителя, Памятник Петру I, Зачатьевский монастырь, Парк Культуры и Отдыха и многое другое. Дом построен по проекту известного архитектора Сергея Скуратова и имеет стильный современный архитектурный облик. В отделке фасада использованы дорогостоящие материалы - облицовочный кирпич, натуральный камень, штукатурка. Безусловное достоинство дома - это высочайшее качество строительства с использованием самых передовых технологий, обеспечивающее непревзойдённый комфорт и безопасность владельцам квартир. В доме всего 39 квартир свободной планировки. Внутренняя территория жилого комплекса, благоустроена с привлечением лучших мастеров ландшафтного дизайна столицы. Здесь вы найдете роскошный сад в японском стиле с искусственным водопадом, прогулочные тропинки, вымощенные натуральным камнем, а также детскую площадку, где вы сможете весело проводить время со своими детьми. Для жильцов дома и гостей: бассейн 25 метров, сауна с купелью, тренажерный зал.",район Хамовники,3,6,д.5,442 822 800,11,пешком,5,20,220,277,Бутиковский пер.,м. Парк Культуры
